order_id,order_number,customer_id,order_date,status,subtotal,discount_percent,shipping_cost,tax_amount,total_amount,payment_method,shipping_method,promotion_id,notes
719,ORD-20250706-00719,142,2025-07-06,enviado,497.57,1,320,104.49,917.08,debit_card,standard,,
720,ORD-20240523-00720,161,2024-05-23,entregado,1463.49,10,210,307.33,1834.47,credit_card,standard,,Nota del cliente: Llamar antes
721,ORD-20231114-00721,227,2023-11-14,cancelado,2523.36,6,200,529.91,3101.87,cash_on_delivery,express,7,
722,ORD-20230522-00722,41,2023-05-22,enviado,3479.38,11,120,730.67,3947.32,debit_card,express,,
723,ORD-20231007-00723,144,2023-10-07,pendiente,1713.44,12,40,359.82,1907.65,debit_card,express,,
724,ORD-20240504-00724,269,2024-05-04,cancelado,456.03,9,110,95.77,620.76,bank_transfer,express,,
725,ORD-20250501-00725,199,2025-05-01,enviado,1640.04,6,30,344.41,1916.05,paypal,same_day,,
726,ORD-20250808-00726,259,2025-08-08,pendiente,4112.14,11,50,863.55,4573.35,cash_on_delivery,same_day,,Nota del cliente: Entregar por la tarde
727,ORD-20240322-00727,14,2024-03-22,enviado,358.37,15,340,75.26,719.87,cash_on_delivery,pickup,,
728,ORD-20251005-00728,297,2025-10-05,cancelado,4784.67,4,250,1004.78,5848.06,debit_card,pickup,,
729,ORD-20241012-00729,311,2024-10-12,entregado,3198.29,9,70,671.64,3652.08,paypal,pickup,10,Nota del cliente: Llamar antes
730,ORD-20231104-00730,146,2023-11-04,procesando,630.76,2,380,132.46,1130.6,bank_transfer,express,,
731,ORD-20250811-00731,179,2025-08-11,procesando,1217.97,12,330,255.77,1657.58,credit_card,express,,
732,ORD-20230709-00732,118,2023-07-09,cancelado,2568.01,10,10,539.28,2860.49,cash_on_delivery,express,,Nota del cliente: Llamar antes
733,ORD-20260218-00733,160,2026-02-18,enviado,1135.62,20,320,238.48,1466.98,credit_card,pickup,,
734,ORD-20231007-00734,167,2023-10-07,enviado,3261.7,9,380,684.96,4033.11,cash_on_delivery,standard,,
735,ORD-20250228-00735,31,2025-02-28,entregado,325.85,8,200,68.43,568.21,cash_on_delivery,same_day,,
736,ORD-20251117-00736,186,2025-11-17,pendiente,4040.94,15,490,848.6,4773.4,debit_card,standard,,
737,ORD-20241112-00737,111,2024-11-12,cancelado,784.6,4,230,164.77,1147.99,paypal,same_day,,
738,ORD-20240113-00738,53,2024-01-13,entregado,958.41,17,130,201.27,1126.75,paypal,standard,1,
739,ORD-20230114-00739,48,2023-01-14,pendiente,802.33,11,190,168.49,1072.56,cash_on_delivery,pickup,5,Nota del cliente: Llamar antes
740,ORD-20230530-00740,268,2023-05-30,cancelado,2781.27,2,350,584.07,3659.71,credit_card,express,,
741,ORD-20240131-00741,108,2024-01-31,procesando,1882.25,19,340,395.27,2259.89,debit_card,express,1,
742,ORD-20230705-00742,227,2023-07-05,procesando,1325.66,19,480,278.39,1832.17,cash_on_delivery,express,,
743,ORD-20230402-00743,150,2023-04-02,procesando,764.21,19,320,160.48,1099.49,paypal,standard,4,Nota del cliente: Envolver para regalo
744,ORD-20230517-00744,201,2023-05-17,procesando,1514.16,7,150,317.97,1876.14,bank_transfer,pickup,,
745,ORD-20230602-00745,232,2023-06-02,cancelado,5706.21,17,10,1198.3,5944.45,paypal,express,,
746,ORD-20230617-00746,100,2023-06-17,procesando,2409.19,5,240,505.93,3034.66,bank_transfer,same_day,,
747,ORD-20250613-00747,304,2025-06-13,cancelado,383.85,13,150,80.61,564.56,paypal,express,,
748,ORD-20240104-00748,166,2024-01-04,pendiente,2909.99,4,20,611.1,3424.69,cash_on_delivery,standard,,
749,ORD-20230113-00749,223,2023-01-13,enviado,3015.71,19,30,633.3,3106.03,credit_card,standard,,
750,ORD-20230407-00750,328,2023-04-07,procesando,2480.29,12,340,520.86,3043.52,cash_on_delivery,express,,
751,ORD-20240129-00751,196,2024-01-29,procesando,3568.37,6,350,749.36,4453.63,credit_card,pickup,,Nota del cliente: Dejar en portería
752,ORD-20250811-00752,175,2025-08-11,pendiente,4783.71,2,80,1004.58,5772.62,bank_transfer,express,,
753,ORD-20250325-00753,146,2025-03-25,cancelado,3184.33,6,300,668.71,3961.98,paypal,standard,,
754,ORD-20230207-00754,229,2023-02-07,enviado,3400.6,14,190,714.13,3828.65,cash_on_delivery,pickup,,
755,ORD-20230126-00755,46,2023-01-26,procesando,1804.91,13,250,379.03,2199.3,paypal,standard,2,
756,ORD-20251205-00756,101,2025-12-05,cancelado,149.63,1,140,31.42,319.55,credit_card,standard,,
757,ORD-20250831-00757,21,2025-08-31,entregado,227.27,0,500,47.73,775,debit_card,express,,
758,ORD-20240707-00758,99,2024-07-07,pendiente,392.74,18,30,82.48,434.53,bank_transfer,pickup,,
759,ORD-20240202-00759,146,2024-02-02,enviado,3083.43,16,230,647.52,3467.6,cash_on_delivery,express,,Nota del cliente: Llamar antes
760,ORD-20260127-00760,22,2026-01-27,enviado,1454.92,2,90,305.53,1821.35,bank_transfer,standard,,
761,ORD-20231004-00761,108,2023-10-04,procesando,530.38,16,40,111.38,596.9,cash_on_delivery,express,,
762,ORD-20230129-00762,239,2023-01-29,enviado,3608.96,0,380,757.88,4746.84,cash_on_delivery,pickup,,
763,ORD-20231014-00763,89,2023-10-14,pendiente,1479.22,6,490,310.64,2191.11,debit_card,standard,,Nota del cliente: Envolver para regalo
764,ORD-20260207-00764,212,2026-02-07,pendiente,1399,1,390,293.79,2068.8,debit_card,standard,,
765,ORD-20240514-00765,309,2024-05-14,cancelado,2187.95,12,80,459.47,2464.87,credit_card,standard,7,
766,ORD-20231202-00766,315,2023-12-02,procesando,1542.26,15,390,323.87,2024.79,cash_on_delivery,express,,
767,ORD-20230509-00767,115,2023-05-09,enviado,1486.25,10,80,312.11,1729.74,cash_on_delivery,pickup,,
768,ORD-20260219-00768,271,2026-02-19,procesando,990.88,4,460,208.08,1619.32,cash_on_delivery,standard,,
769,ORD-20250919-00769,191,2025-09-19,entregado,761,1,280,159.81,1193.2,credit_card,pickup,,Nota del cliente: Envolver para regalo
770,ORD-20250403-00770,105,2025-04-03,procesando,1784.33,15,230,374.71,2121.39,credit_card,same_day,,Nota del cliente: Entregar por la tarde
771,ORD-20230823-00771,262,2023-08-23,procesando,1961.7,18,220,411.96,2240.55,debit_card,express,,
772,ORD-20230205-00772,260,2023-02-05,enviado,3164.26,7,140,664.49,3747.25,bank_transfer,pickup,,Nota del cliente: Envolver para regalo
773,ORD-20250730-00773,157,2025-07-30,pendiente,2209.98,16,420,464.1,2740.48,bank_transfer,same_day,,
774,ORD-20240304-00774,145,2024-03-04,procesando,3605.18,12,70,757.09,3999.65,cash_on_delivery,pickup,,Nota del cliente: Envolver para regalo
775,ORD-20260120-00775,42,2026-01-20,enviado,1421.43,7,400,298.5,2020.43,credit_card,pickup,6,
776,ORD-20230912-00776,83,2023-09-12,cancelado,199.52,1,430,41.9,669.42,paypal,express,,
777,ORD-20250621-00777,68,2025-06-21,enviado,1504.76,6,330,316,2060.47,paypal,express,,
778,ORD-20230606-00778,321,2023-06-06,pendiente,3040.51,15,30,638.51,3252.94,paypal,express,,
779,ORD-20250916-00779,331,2025-09-16,pendiente,993.44,19,360,208.62,1373.31,credit_card,standard,,
780,ORD-20241015-00780,321,2024-10-15,procesando,2643.08,0,130,555.05,3328.13,cash_on_delivery,express,,
781,ORD-20241228-00781,249,2024-12-28,entregado,974.64,19,140,204.67,1134.13,paypal,standard,9,
782,ORD-20250424-00782,241,2025-04-24,procesando,713.08,10,170,149.75,961.52,debit_card,same_day,,
783,ORD-20260116-00783,247,2026-01-16,entregado,422.26,5,400,88.67,889.82,cash_on_delivery,same_day,,Nota del cliente: Llamar antes
784,ORD-20260211-00784,30,2026-02-11,cancelado,2680.2,2,250,562.84,3439.44,debit_card,same_day,,Nota del cliente: Envolver para regalo
785,ORD-20231028-00785,310,2023-10-28,cancelado,1410.8,5,330,296.27,1966.53,bank_transfer,express,,
786,ORD-20230914-00786,266,2023-09-14,cancelado,1312.06,6,0,275.53,1508.87,paypal,express,1,
787,ORD-20250307-00787,92,2025-03-07,entregado,3208.75,4,110,673.84,3864.24,cash_on_delivery,pickup,,
788,ORD-20250423-00788,299,2025-04-23,cancelado,5624.58,13,90,1181.16,6164.54,paypal,express,,Nota del cliente: Llamar antes
789,ORD-20250208-00789,126,2025-02-08,cancelado,3183.83,17,0,668.6,3311.18,debit_card,same_day,5,
790,ORD-20250527-00790,102,2025-05-27,procesando,2870.66,20,490,602.84,3389.37,bank_transfer,express,,Nota del cliente: Entregar por la tarde
791,ORD-20240414-00791,100,2024-04-14,enviado,1973.63,19,90,414.46,2103.1,credit_card,standard,,
792,ORD-20230325-00792,249,2023-03-25,pendiente,2788.81,13,450,585.65,3461.91,paypal,same_day,,
793,ORD-20240807-00793,295,2024-08-07,enviado,779.78,20,460,163.75,1247.57,cash_on_delivery,standard,,
794,ORD-20230607-00794,187,2023-06-07,procesando,1095.08,3,320,229.97,1612.2,bank_transfer,pickup,,
795,ORD-20230501-00795,229,2023-05-01,entregado,3005.85,15,20,631.23,3206.2,bank_transfer,same_day,,
796,ORD-20240718-00796,48,2024-07-18,enviado,82.49,6,440,17.32,534.86,credit_card,express,2,
797,ORD-20240908-00797,204,2024-09-08,entregado,2903,2,360,609.63,3814.57,cash_on_delivery,express,,
798,ORD-20230402-00798,288,2023-04-02,procesando,4323.24,4,250,907.88,5308.19,bank_transfer,same_day,,
799,ORD-20230731-00799,6,2023-07-31,cancelado,2183.08,5,420,458.45,2952.38,credit_card,express,5,
800,ORD-20250104-00800,305,2025-01-04,entregado,3317.23,17,400,696.62,3849.92,credit_card,pickup,,
801,ORD-20240325-00801,302,2024-03-25,cancelado,4248.31,17,340,892.15,4758.25,debit_card,standard,,
802,ORD-20230630-00802,280,2023-06-30,pendiente,2491.46,8,390,523.21,3205.35,cash_on_delivery,express,,
803,ORD-20230519-00803,247,2023-05-19,pendiente,1971.75,10,90,414.07,2278.65,credit_card,same_day,,
804,ORD-20260114-00804,41,2026-01-14,pendiente,3406.97,12,450,715.46,4163.59,cash_on_delivery,express,,
805,ORD-20241031-00805,278,2024-10-31,entregado,684.07,3,220,143.65,1027.2,debit_card,pickup,3,Nota del cliente: Llamar antes
806,ORD-20251107-00806,80,2025-11-07,procesando,299.28,13,60,62.85,383.22,cash_on_delivery,pickup,1,Nota del cliente: Envolver para regalo
807,ORD-20230205-00807,291,2023-02-05,procesando,3418.23,7,350,717.83,4246.78,bank_transfer,same_day,,
808,ORD-20250807-00808,106,2025-08-07,enviado,5831.66,12,410,1224.65,6766.51,paypal,pickup,,
809,ORD-20241211-00809,99,2024-12-11,procesando,2812.08,3,310,590.54,3628.26,credit_card,standard,,
810,ORD-20241108-00810,206,2024-11-08,entregado,983.04,11,170,206.44,1251.35,bank_transfer,same_day,,
811,ORD-20240321-00811,209,2024-03-21,procesando,3318.03,11,80,696.79,3729.84,credit_card,standard,,
812,ORD-20230320-00812,176,2023-03-20,procesando,2378.24,10,70,499.43,2709.85,debit_card,pickup,1,
813,ORD-20240105-00813,258,2024-01-05,entregado,2194.02,12,280,460.74,2671.48,bank_transfer,pickup,,
814,ORD-20230317-00814,166,2023-03-17,pendiente,761,18,140,159.81,923.83,debit_card,pickup,,
815,ORD-20241022-00815,43,2024-10-22,entregado,986.44,13,490,207.15,1555.35,cash_on_delivery,standard,,
816,ORD-20240123-00816,332,2024-01-23,enviado,3257.48,6,100,684.07,3846.1,cash_on_delivery,same_day,,
817,ORD-20250208-00817,91,2025-02-08,pendiente,110.72,9,0,23.25,124.01,paypal,express,,
818,ORD-20230717-00818,184,2023-07-17,enviado,5141.54,12,110,1079.72,5714.28,paypal,express,,
819,ORD-20230711-00819,93,2023-07-11,cancelado,4038.6,1,40,848.11,4886.32,paypal,pickup,3,Nota del cliente: Dejar en portería
820,ORD-20230801-00820,167,2023-08-01,enviado,2997.64,10,60,629.5,3387.38,credit_card,standard,,Nota del cliente: Envolver para regalo
821,ORD-20240326-00821,47,2024-03-26,entregado,1407.06,3,90,295.48,1750.33,credit_card,express,2,
822,ORD-20241205-00822,178,2024-12-05,enviado,2146.7,6,20,450.81,2488.71,cash_on_delivery,standard,,
823,ORD-20241111-00823,156,2024-11-11,cancelado,1072.91,9,270,225.31,1471.66,bank_transfer,pickup,,Nota del cliente: Llamar antes
824,ORD-20230925-00824,18,2023-09-25,entregado,859.05,9,490,180.4,1452.14,bank_transfer,standard,,
825,ORD-20250221-00825,296,2025-02-21,procesando,3847.65,3,450,808.01,4990.23,cash_on_delivery,standard,,
826,ORD-20241026-00826,210,2024-10-26,enviado,1636,18,130,343.56,1815.08,cash_on_delivery,express,,
827,ORD-20250615-00827,259,2025-06-15,cancelado,3189.59,10,90,669.81,3630.44,cash_on_delivery,pickup,4,
828,ORD-20230215-00828,25,2023-02-15,enviado,996.06,10,110,209.17,1215.62,cash_on_delivery,express,,
829,ORD-20231106-00829,159,2023-11-06,cancelado,580.32,1,0,121.87,696.39,bank_transfer,standard,,Nota del cliente: Dejar en portería
830,ORD-20230112-00830,200,2023-01-12,procesando,1566.55,1,190,328.98,2069.86,credit_card,standard,3,
831,ORD-20230908-00831,258,2023-09-08,entregado,5802.81,0,70,1218.59,7091.4,bank_transfer,same_day,,
832,ORD-20250523-00832,171,2025-05-23,procesando,1821.75,7,0,382.57,2076.8,bank_transfer,standard,,
833,ORD-20250118-00833,207,2025-01-18,enviado,1551.09,2,500,325.73,2345.8,debit_card,same_day,,
834,ORD-20250219-00834,187,2025-02-19,procesando,2882.08,18,180,605.24,3148.55,credit_card,express,9,
835,ORD-20230531-00835,214,2023-05-31,procesando,4661.72,12,160,978.96,5241.27,credit_card,standard,,Nota del cliente: Entregar por la tarde
836,ORD-20241205-00836,126,2024-12-05,enviado,4909.32,15,90,1030.96,5293.88,cash_on_delivery,express,,Nota del cliente: Dejar en portería
837,ORD-20230124-00837,324,2023-01-24,enviado,2477.25,8,150,520.22,2949.29,debit_card,express,,Nota del cliente: Entregar por la tarde
838,ORD-20250904-00838,284,2025-09-04,cancelado,4729.01,6,120,993.09,5558.36,cash_on_delivery,same_day,6,
839,ORD-20251107-00839,116,2025-11-07,cancelado,1448.31,9,50,304.15,1672.11,paypal,pickup,,
840,ORD-20240910-00840,241,2024-09-10,pendiente,2943.2,8,490,618.07,3815.81,debit_card,express,2,Nota del cliente: Entregar por la tarde
841,ORD-20251209-00841,37,2025-12-09,enviado,2919.39,0,300,613.07,3832.46,credit_card,pickup,,
842,ORD-20230308-00842,51,2023-03-08,cancelado,886.39,3,240,186.14,1285.94,paypal,same_day,,Nota del cliente: Entregar por la tarde
843,ORD-20230823-00843,53,2023-08-23,procesando,522.2,6,420,109.66,1020.53,paypal,express,7,
844,ORD-20251104-00844,294,2025-11-04,enviado,2639.05,2,200,554.2,3340.47,debit_card,pickup,,
845,ORD-20231015-00845,120,2023-10-15,entregado,2037.19,2,30,427.81,2454.26,paypal,express,,
846,ORD-20250302-00846,323,2025-03-02,procesando,2097.06,19,420,440.38,2559,paypal,pickup,,
847,ORD-20230623-00847,138,2023-06-23,cancelado,990.29,10,110,207.96,1209.22,paypal,same_day,,
848,ORD-20231027-00848,150,2023-10-27,procesando,2667.58,13,160,560.19,3040.98,debit_card,standard,10,
849,ORD-20230819-00849,102,2023-08-19,cancelado,4844.12,0,490,1017.27,6351.39,cash_on_delivery,same_day,8,
850,ORD-20230616-00850,215,2023-06-16,procesando,972.64,1,10,204.25,1177.16,cash_on_delivery,express,1,Nota del cliente: Envolver para regalo
851,ORD-20240712-00851,79,2024-07-12,entregado,1208.48,16,310,253.78,1578.9,bank_transfer,standard,,
852,ORD-20240108-00852,201,2024-01-08,pendiente,631.7,0,410,132.66,1174.36,debit_card,express,,
853,ORD-20250810-00853,16,2025-08-10,entregado,1624.25,7,360,341.09,2211.64,bank_transfer,standard,,
854,ORD-20230429-00854,156,2023-04-29,entregado,290.16,16,140,60.93,444.66,paypal,express,,
855,ORD-20240606-00855,279,2024-06-06,procesando,1185.69,12,210,248.99,1502.4,debit_card,pickup,,
856,ORD-20240810-00856,120,2024-08-10,enviado,956.72,20,390,200.91,1356.29,credit_card,same_day,,
857,ORD-20231028-00857,321,2023-10-28,pendiente,3366.78,7,10,707.02,3848.13,paypal,express,1,
858,ORD-20240725-00858,170,2024-07-25,entregado,1778.98,5,170,373.59,2233.62,credit_card,pickup,1,
859,ORD-20250419-00859,259,2025-04-19,pendiente,1502.76,4,430,315.58,2188.23,paypal,pickup,,
860,ORD-20251124-00860,248,2025-11-24,procesando,3507.06,17,390,736.48,4037.34,bank_transfer,standard,,
861,ORD-20241030-00861,236,2024-10-30,entregado,91.05,20,230,19.12,321.96,debit_card,express,6,
862,ORD-20230530-00862,57,2023-05-30,enviado,2533.21,5,150,531.97,3088.52,cash_on_delivery,express,7,
863,ORD-20241010-00863,305,2024-10-10,enviado,124.35,5,60,26.11,204.24,paypal,pickup,7,Nota del cliente: Envolver para regalo
864,ORD-20251113-00864,23,2025-11-13,procesando,2760.79,10,90,579.77,3154.48,bank_transfer,standard,7,
865,ORD-20250626-00865,167,2025-06-26,entregado,2806.27,6,500,589.32,3727.21,cash_on_delivery,standard,,
866,ORD-20231009-00866,27,2023-10-09,procesando,41.45,20,370,8.7,411.86,debit_card,standard,,
867,ORD-20250801-00867,253,2025-08-01,pendiente,935.84,6,440,196.53,1516.22,debit_card,same_day,2,Nota del cliente: Envolver para regalo
868,ORD-20240603-00868,173,2024-06-03,entregado,5442.99,0,460,1143.03,7046.02,paypal,pickup,,Nota del cliente: Llamar antes
869,ORD-20250803-00869,171,2025-08-03,pendiente,5704.66,5,220,1197.98,6837.41,debit_card,same_day,7,
870,ORD-20250608-00870,273,2025-06-08,procesando,1800.32,12,350,378.07,2312.35,bank_transfer,express,,
871,ORD-20240811-00871,318,2024-08-11,pendiente,3499.01,3,20,734.79,4148.83,cash_on_delivery,standard,,
872,ORD-20230315-00872,123,2023-03-15,procesando,3986.73,0,430,837.21,5253.94,cash_on_delivery,standard,,Nota del cliente: Envolver para regalo
873,ORD-20230124-00873,230,2023-01-24,procesando,2879.36,1,270,604.67,3725.24,debit_card,pickup,,
874,ORD-20230107-00874,313,2023-01-07,cancelado,2598.81,16,410,545.75,3138.75,credit_card,same_day,,
875,ORD-20230721-00875,313,2023-07-21,enviado,1288.32,5,70,270.55,1564.45,cash_on_delivery,standard,,
876,ORD-20240317-00876,129,2024-03-17,entregado,2696.56,8,190,566.28,3237.12,debit_card,same_day,,
877,ORD-20250410-00877,168,2025-04-10,cancelado,2565.55,14,390,538.77,3135.14,bank_transfer,express,,
878,ORD-20241111-00878,147,2024-11-11,cancelado,4239.62,17,150,890.32,4559.2,paypal,same_day,,
879,ORD-20241220-00879,158,2024-12-20,enviado,4167.46,11,270,875.17,4854.21,cash_on_delivery,pickup,,
880,ORD-20251128-00880,98,2025-11-28,enviado,247.46,1,240,51.97,536.96,credit_card,standard,,
881,ORD-20250430-00881,304,2025-04-30,entregado,3531.88,6,60,741.69,4121.66,cash_on_delivery,same_day,,
882,ORD-20250928-00882,281,2025-09-28,pendiente,940.29,14,20,197.46,1026.11,paypal,same_day,4,
883,ORD-20250823-00883,155,2025-08-23,enviado,1664.02,2,390,349.44,2370.18,debit_card,pickup,,
884,ORD-20250915-00884,198,2025-09-15,entregado,1240.89,19,270,260.59,1535.71,debit_card,standard,,
885,ORD-20250925-00885,265,2025-09-25,procesando,1533.01,14,20,321.93,1660.32,debit_card,pickup,,
886,ORD-20230621-00886,143,2023-06-21,entregado,199.52,5,470,41.9,701.44,paypal,pickup,,
887,ORD-20260302-00887,189,2026-03-02,procesando,2114.72,20,500,444.09,2635.87,bank_transfer,pickup,,
888,ORD-20260220-00888,248,2026-02-20,procesando,868,6,80,182.28,1078.2,debit_card,express,,
889,ORD-20230909-00889,304,2023-09-09,entregado,3079.21,5,250,646.63,3821.88,bank_transfer,pickup,,Nota del cliente: Dejar en portería
890,ORD-20230311-00890,221,2023-03-11,procesando,1635.06,12,430,343.36,2212.21,bank_transfer,pickup,1,
891,ORD-20250810-00891,274,2025-08-10,cancelado,311.46,2,410,65.41,780.64,debit_card,standard,,
892,ORD-20250222-00892,19,2025-02-22,pendiente,1337.75,2,350,280.93,1941.93,credit_card,same_day,,
893,ORD-20240122-00893,313,2024-01-22,pendiente,2882.82,11,220,605.39,3391.1,credit_card,standard,,Nota del cliente: Envolver para regalo
894,ORD-20251116-00894,89,2025-11-16,enviado,3479.63,18,210,730.72,3794.02,cash_on_delivery,pickup,,
895,ORD-20240406-00895,93,2024-04-06,entregado,1495.51,11,210,314.06,1855.06,debit_card,standard,,
896,ORD-20250808-00896,206,2025-08-08,procesando,3450.57,16,290,724.62,3913.1,paypal,express,,
897,ORD-20241218-00897,69,2024-12-18,enviado,898.17,11,420,188.62,1407.99,cash_on_delivery,same_day,,
898,ORD-20251224-00898,184,2025-12-24,pendiente,280.53,3,440,58.91,771.02,bank_transfer,same_day,7,
899,ORD-20240704-00899,81,2024-07-04,pendiente,2966.58,8,180,622.98,3532.23,debit_card,pickup,,
900,ORD-20231210-00900,249,2023-12-10,procesando,984.91,4,110,206.83,1262.34,paypal,standard,,
901,ORD-20251215-00901,157,2025-12-15,enviado,1431.75,18,170,300.67,1644.71,debit_card,same_day,,
902,ORD-20241111-00902,173,2024-11-11,procesando,994.46,2,120,208.84,1303.41,debit_card,same_day,5,
903,ORD-20230112-00903,188,2023-01-12,cancelado,1554.74,1,250,326.5,2115.69,paypal,pickup,,
904,ORD-20241005-00904,47,2024-10-05,procesando,1330.81,8,410,279.47,1913.82,bank_transfer,express,8,
905,ORD-20230905-00905,215,2023-09-05,procesando,4524.3,18,110,950.1,4770.03,bank_transfer,express,,
906,ORD-20251129-00906,110,2025-11-29,enviado,1728.44,9,230,362.97,2165.85,bank_transfer,standard,,Nota del cliente: Envolver para regalo
907,ORD-20240826-00907,91,2024-08-26,pendiente,5836.4,12,60,1225.64,6421.67,cash_on_delivery,pickup,,
908,ORD-20230915-00908,56,2023-09-15,procesando,3136.4,11,500,658.64,3950.04,bank_transfer,same_day,,
909,ORD-20250809-00909,277,2025-08-09,cancelado,3096.37,14,230,650.24,3543.12,credit_card,same_day,,Nota del cliente: Envolver para regalo
910,ORD-20240621-00910,23,2024-06-21,enviado,2491.57,18,230,523.23,2796.32,credit_card,express,,
911,ORD-20250331-00911,16,2025-03-31,pendiente,2525.27,19,170,530.31,2745.78,paypal,standard,4,Nota del cliente: Llamar antes
912,ORD-20240101-00912,209,2024-01-01,cancelado,1577.4,14,290,331.25,1977.81,bank_transfer,standard,4,
913,ORD-20250726-00913,273,2025-07-26,entregado,1820.28,19,500,382.26,2356.69,debit_card,pickup,,
914,ORD-20240425-00914,21,2024-04-25,procesando,1741.9,12,500,365.8,2398.67,credit_card,pickup,,
915,ORD-20250915-00915,233,2025-09-15,enviado,2048.15,19,250,430.11,2339.11,debit_card,same_day,,
916,ORD-20251103-00916,325,2025-11-03,procesando,2947.21,3,200,618.91,3677.7,paypal,express,3,Nota del cliente: Dejar en portería
917,ORD-20260210-00917,119,2026-02-10,cancelado,130.9,20,140,27.49,272.21,debit_card,express,,
918,ORD-20251115-00918,315,2025-11-15,pendiente,2494.27,13,30,523.8,2723.81,bank_transfer,pickup,10,
919,ORD-20231206-00919,144,2023-12-06,cancelado,4241.04,7,360,890.62,5194.79,debit_card,standard,2,
920,ORD-20250709-00920,70,2025-07-09,procesando,1143.03,15,10,240.04,1221.62,paypal,standard,,
921,ORD-20230105-00921,80,2023-01-05,procesando,934.38,1,420,196.22,1541.26,bank_transfer,standard,10,
922,ORD-20230225-00922,314,2023-02-25,cancelado,191.86,3,500,40.29,726.39,bank_transfer,same_day,10,
923,ORD-20241214-00923,325,2024-12-14,enviado,1743.2,14,110,366.07,1975.22,cash_on_delivery,same_day,,
924,ORD-20231230-00924,120,2023-12-30,cancelado,882.16,16,220,185.25,1146.26,cash_on_delivery,standard,1,Nota del cliente: Dejar en portería
925,ORD-20250304-00925,179,2025-03-04,pendiente,5126.7,18,450,1076.61,5730.5,paypal,express,,
926,ORD-20260129-00926,4,2026-01-29,entregado,1806.25,6,390,379.31,2467.19,credit_card,express,,
927,ORD-20230926-00927,274,2023-09-26,cancelado,2325.83,19,170,488.42,2542.34,debit_card,standard,,
928,ORD-20240823-00928,1,2024-08-23,entregado,2466.65,8,40,518,2827.32,bank_transfer,express,3,Nota del cliente: Dejar en portería
929,ORD-20231030-00929,214,2023-10-30,enviado,3273.07,14,340,687.34,3842.18,cash_on_delivery,express,,
930,ORD-20250222-00930,229,2025-02-22,pendiente,1188.49,6,300,249.58,1666.76,cash_on_delivery,express,,
931,ORD-20231004-00931,214,2023-10-04,procesando,716.86,18,80,150.54,818.37,paypal,same_day,,
932,ORD-20240809-00932,103,2024-08-09,procesando,2698.58,20,340,566.7,3065.56,bank_transfer,express,3,
933,ORD-20250207-00933,13,2025-02-07,entregado,712.62,0,170,149.65,1032.27,cash_on_delivery,express,7,
934,ORD-20241024-00934,286,2024-10-24,cancelado,22.58,19,390,4.74,413.03,credit_card,same_day,,
935,ORD-20240914-00935,29,2024-09-14,procesando,1337.71,8,180,280.92,1691.61,debit_card,same_day,,
936,ORD-20230308-00936,54,2023-03-08,cancelado,664.96,6,330,139.64,1094.7,paypal,express,,Nota del cliente: Llamar antes
937,ORD-20250803-00937,48,2025-08-03,cancelado,101.64,1,260,21.34,381.96,credit_card,pickup,,
938,ORD-20230810-00938,119,2023-08-10,pendiente,951.25,2,380,199.76,1511.99,debit_card,pickup,4,
939,ORD-20241028-00939,327,2024-10-28,cancelado,126.45,2,280,26.55,430.47,cash_on_delivery,standard,,
940,ORD-20250502-00940,316,2025-05-02,pendiente,3101.52,1,360,651.32,4081.82,paypal,pickup,,
941,ORD-20230812-00941,45,2023-08-12,pendiente,796.2,15,140,167.2,983.97,paypal,standard,,
942,ORD-20240619-00942,210,2024-06-19,procesando,1777.07,5,40,373.18,2101.4,cash_on_delivery,standard,,Nota del cliente: Entregar por la tarde
943,ORD-20231008-00943,37,2023-10-08,entregado,1290.01,18,410,270.9,1738.71,debit_card,standard,10,Nota del cliente: Entregar por la tarde
944,ORD-20250517-00944,12,2025-05-17,enviado,1651.49,2,410,346.81,2375.27,debit_card,express,,
945,ORD-20240324-00945,197,2024-03-24,cancelado,661.21,2,250,138.85,1036.84,paypal,standard,,
946,ORD-20260127-00946,270,2026-01-27,pendiente,3778.41,13,180,793.47,4260.69,credit_card,express,,
947,ORD-20230119-00947,328,2023-01-19,pendiente,2811.34,2,100,590.38,3445.49,cash_on_delivery,pickup,,
948,ORD-20240401-00948,55,2024-04-01,pendiente,1234.1,11,30,259.16,1387.51,cash_on_delivery,standard,1,
949,ORD-20230515-00949,225,2023-05-15,pendiente,1625.08,12,310,341.27,2081.34,cash_on_delivery,pickup,,
950,ORD-20251119-00950,120,2025-11-19,enviado,2817.19,17,10,591.61,2939.88,bank_transfer,same_day,,Nota del cliente: Llamar antes
951,ORD-20260103-00951,287,2026-01-03,entregado,998.98,4,240,209.79,1408.81,debit_card,same_day,,
952,ORD-20230319-00952,294,2023-03-19,enviado,697.3,19,410,146.43,1121.24,cash_on_delivery,express,,
953,ORD-20250308-00953,13,2025-03-08,entregado,2829.2,19,470,594.13,3355.78,paypal,pickup,,
954,ORD-20250904-00954,292,2025-09-04,enviado,2603.1,11,450,546.65,3313.41,cash_on_delivery,express,,
955,ORD-20251020-00955,133,2025-10-20,pendiente,724.81,5,380,152.21,1220.78,paypal,express,1,
956,ORD-20231117-00956,198,2023-11-17,procesando,2708.92,5,40,568.87,3182.34,credit_card,pickup,7,
